//Nathan Reinhardt

Date		Product		Course
10-12-15	0.00		0.75
09-10-15	0.00		0.50
09-15-15	0.00		0.00
09-16-15	0.00		0.00
09-17-15	0.00		0.00
09-21-15	0.00		0.00
09-22-15	0.00		0.00
09-23-15	0.00		0.00
09-24-15	0.00		0.00
09-26-15	0.00		0.00

09-29-15	0.00		0.00
10-04-15	0.00		0.00
10-07-15	0.00		0.00
10-11-15	0.00		0.00
---------------------------------------
Total		0.00		1.25
